#{"t_start": 1672758446.629091, "env_id": null}
r,l,t
-0.74999946,200,1277.138217
0.995,13,1277.155748
-0.5299997,200,1277.404086
-0.38499978,200,1278.715786
-0.6999995,200,1279.026085
-0.54499966,200,1279.3027
0.995,12,1279.319346
-0.38499978,200,1279.915373
-0.55499965,200,1280.215466
1.0,5,1280.222399
-0.32499984,200,1280.51648
1.0,16,1280.538472
1.0,1,1280.540353
-0.39999977,200,1280.810317
-0.32999983,200,1281.081582
-0.6849995,200,1281.466764
0.99,13,1281.483819
-0.30499986,200,1281.739325
-0.6249996,200,1283.421378
0.96,27,1283.459575
0.7850001,83,1283.566134
-0.38999978,200,1283.825463
-0.49499968,200,1284.078316
0.95,15,1284.097841
0.99,6,1284.106354
0.99,4,1284.112094
-0.38999978,200,1284.489219
0.8000001,81,1284.592749
-0.27999988,200,1284.843055
-0.63999957,200,1285.093845
-0.4699997,200,1285.343221
-0.44499972,200,1285.709933
-0.64999956,200,1285.970607
-0.57499963,200,1286.222063
-0.2699999,200,1287.503269
-0.40499976,200,1287.83169
-0.4849997,200,1288.10554
-0.28499988,200,1288.516045
1.0,1,1288.517988
-0.38499978,200,1288.768771
1.0,1,1288.770794
0.7500001,149,1288.96079
0.905,94,1289.078374
-0.45499972,200,1289.327442
-0.32499984,200,1289.698332
-0.28999987,200,1289.956361
-0.57499963,200,1290.209284
-0.2649999,200,1291.490814
-0.22499992,200,1291.750864
-0.34499982,200,1292.002442
-0.4649997,200,1292.370708
-0.6999995,200,1292.623799
-0.2599999,200,1292.873295
-0.34499982,200,1293.125891
-0.5999996,200,1293.378135
0.905,79,1293.596094
-0.34499982,200,1293.848055
-0.65999955,200,1295.335613
-0.39999977,200,1295.591887
-0.145,200,1295.926936
-0.5149997,200,1296.307448
-0.38499978,200,1296.563566
-0.34999982,200,1296.823865
1.0,2,1296.827684
0.93,116,1296.979988
0.975,14,1296.998619
-0.49999967,200,1297.26765
0.99,10,1297.281781
-0.55499965,200,1297.54195
0.6800002,129,1297.875713
-0.42499974,200,1298.150897
0.96,43,1298.206072
0.5550003,178,1300.183815
-0.20999993,200,1300.64738
0.7950001,151,1300.866559
-0.4599997,200,1301.379313
1.0,1,1301.382784
0.895,78,1301.647637
-0.53499967,200,1301.956936
-0.6349996,200,1302.210986
0.94,19,1302.23493
-0.3599998,200,1302.488938
0.975,12,1302.506404
0.9,52,1302.621058
-0.7149995,200,1303.148637
0.6950002,84,1303.838049
-0.09,200,1304.203238
-0.110000014,200,1306.122983
0.7450001,79,1306.242861
-0.43999973,200,1306.573847
-0.30499986,200,1306.941914
0.96,13,1306.963381
-0.64999956,200,1307.367327
-0.55999964,200,1307.715779
-0.66999954,200,1308.054576
1.0,5,1308.066171
0.92,65,1308.186936
-0.64999956,200,1308.576665
0.915,81,1308.755382
0.99,3,1308.762515
-0.42999974,200,1309.358685
-0.32499984,200,1309.663664
-0.33499983,200,1312.507903
-0.34999982,200,1313.064084
-0.34499982,200,1313.440176
-0.6099996,200,1313.840449
-0.49999967,200,1314.534455
-0.45499972,200,1314.851985
-0.4799997,200,1315.125277
0.975,26,1315.168747
1.0,6,1315.177385
-0.40999976,200,1315.520766
-0.3749998,200,1315.785607
0.8000001,101,1316.040497
-0.7149995,200,1316.335651
0.7550001,97,1316.526211
0.995,7,1316.539611
-0.29999986,200,1318.166866
-0.38499978,200,1318.493672
-0.41499975,200,1318.802236
-0.2649999,200,1319.355606
-0.41999975,200,1319.690161
-0.3799998,200,1320.02794
-0.45499972,200,1320.498826
-0.28999987,200,1320.840331
0.975,24,1320.881858
-0.57499963,200,1321.346317
-0.4749997,200,1321.647033
0.945,24,1321.683636
-0.14999999,200,1323.020265
-0.45499972,200,1323.300755
0.995,4,1323.30663
0.995,3,1323.311078
0.97,8,1323.321534
0.89,76,1323.417794
-0.45499972,200,1323.997487
0.96,28,1324.04323
-0.29999986,200,1324.374974
0.84000003,133,1324.729722
-0.4599997,200,1325.269509
1.0,1,1325.273569
0.995,14,1325.302104
0.51500034,160,1325.577659
-0.41999975,200,1326.106301
-0.3549998,200,1327.052343
-0.2549999,200,1327.450279
-0.4699997,200,1329.197462
0.7700001,132,1329.401945
-0.17499997,200,1329.763459
1.0,1,1329.766681
-0.4649997,200,1330.229658
-0.32499984,200,1330.532522
-0.5149997,200,1330.802473
-0.5799996,200,1331.057284
0.995,5,1331.064011
-0.42499974,200,1331.319012
0.81500006,58,1331.39373
0.845,122,1331.675384
0.82500005,86,1331.787475
0.955,14,1331.806051
-0.30999985,200,1332.214651
0.905,142,1333.721665
-0.3799998,200,1334.005738
0.97,31,1334.047127
-0.2649999,200,1334.30897
1.0,5,1334.316432
-0.33999982,200,1334.764395
0.6900002,114,1334.919285
0.995,5,1334.926268
-0.22499992,200,1335.236823
-0.5999996,200,1335.52685
-0.23499991,200,1335.784609
-0.42999974,200,1336.049495
-0.54499966,200,1336.429903
-0.33499983,200,1336.688119
-0.16999997,200,1337.9746
-0.38499978,200,1338.22418
1.0,1,1338.22613
-0.34999982,200,1338.478631
0.6550002,159,1338.80797
0.995,3,1338.812332
-0.21499993,200,1339.063428
0.82500005,82,1339.166541
-0.45499972,200,1339.421823
0.99,15,1339.443894
-0.65999955,200,1339.69684
-0.29999986,200,1340.064177
-0.3699998,200,1340.330634
-0.3699998,200,1341.598974
-0.88999933,200,1341.934974
0.94,25,1341.971199
-0.4799997,200,1342.298147
1.0,2,1342.301421
-0.33499983,200,1342.896634
-0.22499992,200,1343.221303
-0.49499968,200,1343.50703
-0.19999994,200,1343.959572
-0.34999982,200,1344.592062
1.0,2,1344.59956
-0.43499973,200,1344.927005
1.0,9,1344.94277
0.59500027,176,1345.391692
-0.4799997,200,1345.842876
-0.20499994,200,1348.362
1.0,7,1348.375045
-0.5249997,200,1348.729594
0.7650001,136,1348.996405
0.62000024,152,1349.378483
1.0,3,1349.383848
-0.2599999,200,1349.723197
0.99,12,1349.744414
-0.28999987,200,1350.07983
-0.29499987,200,1350.402717
-0.55499965,200,1350.733824
0.99,24,1350.778999
-0.48999968,200,1351.298916
-0.21999992,200,1351.812254
-0.16499998,200,1354.032482
-0.32999983,200,1354.396764
-0.2749999,200,1354.677762
-0.43499973,200,1355.126198
1.0,1,1355.128251
-0.29999986,200,1355.463205
0.6800002,140,1355.7075
0.915,39,1355.798294
-0.4749997,200,1356.46762
-0.76999944,200,1357.085772
-0.4599997,200,1357.40115
-0.38999978,200,1357.877549
0.27000052,187,1358.142406
-0.33999982,200,1360.69281
0.985,11,1360.714471
0.905,44,1360.784078
-0.5949996,200,1361.189233
-0.34499982,200,1361.624054
-0.19999994,200,1362.351498
-0.6899995,200,1362.700908
-0.3649998,200,1363.043221
-0.29499987,200,1363.62953
-0.5949996,200,1364.06133
-0.5299997,200,1364.592172
-0.31499985,200,1364.91629
-0.19499995,200,1366.51244
-0.21999992,200,1366.820168
-0.6899995,200,1367.089641
1.0,2,1367.093178
1.0,2,1367.100401
0.995,3,1367.106429
1.0,5,1367.117151
-0.21499993,200,1367.549799
0.995,21,1367.580385
0.89,52,1367.689227
-0.17999996,200,1368.044571
0.96500003,14,1368.065319
-0.42999974,200,1368.772347
-0.28999987,200,1369.162074
-0.39999977,200,1369.845498
-0.40499976,200,1370.490215
0.995,2,1370.493864
0.995,8,1370.51099
1.0,5,1370.520904
-0.56499964,200,1372.99106
0.985,14,1373.01569
0.95,84,1373.147964
-0.5899996,200,1373.485392
0.72500014,152,1373.724953
-0.75999945,200,1374.216554
-0.27999988,200,1374.81968
1.0,4,1374.829169
-0.2749999,200,1375.18864
0.925,47,1375.295318
-0.40999976,200,1375.725344
0.98,18,1375.757019
-0.2399999,200,1376.066353
0.885,40,1376.130578
-0.4749997,200,1376.598749
-0.56499964,200,1376.982015
0.995,7,1376.992225
0.875,94,1378.539163
0.9,94,1378.685002
-0.21999992,200,1378.983172
-0.5099997,200,1379.358611
-0.55999964,200,1379.820302
-0.31499985,200,1380.095347
-0.48999968,200,1380.417329
0.865,127,1380.641584
-0.55499965,200,1380.905651
-0.33999982,200,1381.355062
-0.6349996,200,1381.62328
-0.49499968,200,1383.060718
0.915,37,1383.110486
-0.3649998,200,1383.393631
-0.32999983,200,1383.755956
0.9,49,1383.85794
-0.10500001,200,1384.364256
-0.2499999,200,1384.693615
-0.53999966,200,1384.987146
0.81500006,112,1385.149582
-0.4749997,200,1385.640913
-0.74999946,200,1385.997694
0.7850001,151,1386.450457
-0.20999993,200,1386.893216
0.42000037,170,1388.595728
-0.42999974,200,1388.880009
-0.38999978,200,1389.492444
-0.2399999,200,1390.249582
-0.2549999,200,1390.639507
-0.3649998,200,1391.109461
0.925,66,1391.199775
-0.39999977,200,1391.481737
-0.33499983,200,1391.769667
-0.32999983,200,1392.157693
-0.29499987,200,1392.418624
-0.4849997,200,1393.968204
0.99,12,1393.989071
-0.54999965,200,1394.325893
-0.49999967,200,1394.771472
-0.6949995,200,1395.184104
-0.43499973,200,1395.553068
0.985,9,1395.567358
0.995,9,1395.584566
0.945,22,1395.629204
0.73000014,132,1395.816774
-0.6949995,200,1396.088949
-0.55999964,200,1396.410212
-0.45499972,200,1396.818652
-0.40499976,200,1397.11627
0.72500014,146,1398.379666
0.995,2,1398.382902
0.94,31,1398.422355
-0.41499975,200,1398.685327
0.98,9,1398.697343
-0.5849996,200,1398.952566
-0.23499991,200,1399.211765
-0.145,200,1399.600849
-0.53499967,200,1399.859482
0.97,31,1399.898894
-0.6099996,200,1400.1663
-0.76499945,200,1400.525817
-0.54999965,200,1400.928101
-0.33499983,200,1401.231524
-0.2649999,200,1402.721534
-0.4649997,200,1402.978342
-0.5999996,200,1403.240417
-0.22499992,200,1403.521274
-0.15999998,200,1403.914274
-0.38999978,200,1404.166738
0.6700002,122,1404.344887
-0.29499987,200,1404.64242
-0.39999977,200,1404.91526
0.7750001,115,1405.078563
-0.32499984,200,1405.488249
-0.2449999,200,1406.855748
0.855,115,1407.001878
0.975,31,1407.041094
0.7500001,95,1407.169878
-0.2599999,200,1407.436534
0.5900003,120,1407.601676
-0.2749999,200,1408.003571
0.975,13,1408.021601
1.0,1,1408.023553
-0.67999953,200,1408.310616
-0.48999968,200,1408.596934
-0.7949994,200,1409.154726
-0.6049996,200,1409.554621
-0.29999986,200,1410.329484
-0.44999972,200,1410.916958
-0.5899996,200,1412.570966
-0.34999982,200,1412.896223
0.7600001,151,1413.131184
1.0,12,1413.147957
-0.44499972,200,1413.532535
-0.21499993,200,1413.847361
-0.43499973,200,1414.25899
-0.11500002,200,1414.583848
-0.41499975,200,1414.901744
0.935,31,1414.980382
-0.42499974,200,1415.554234
0.935,52,1415.620185
0.81000006,87,1415.736774
-0.31999984,200,1418.002185
-0.38499978,200,1418.298569
0.99,7,1418.312516
-0.49499968,200,1418.649699
0.955,32,1418.701476
1.0,1,1418.703767
-0.66499954,200,1419.176847
-0.38999978,200,1419.47886
0.96,22,1419.507693
-0.21999992,200,1419.790885
0.96,18,1419.816148
0.885,59,1419.896314
1.0,7,1419.909606
0.94,35,1419.962786
-0.2399999,200,1420.286788
-0.31999984,200,1420.554471
-0.41999975,200,1421.054379
-0.17999996,200,1421.34692
-0.5949996,200,1423.051517
-0.54499966,200,1423.509185
-0.42999974,200,1423.878381
-0.18999995,200,1424.389961
-0.5849996,200,1424.748934
-0.20499994,200,1425.080956
0.7750001,147,1425.324844
-0.55499965,200,1425.684679
-0.56999964,200,1426.176124
-0.18499996,200,1426.556676
1.0,1,1426.559179
0.975,9,1426.576557
1.0,8,1426.590372
0.6750002,167,1428.050725
-0.3599998,200,1428.327251
-0.31999984,200,1428.630958
0.97,23,1428.663706
-0.2549999,200,1429.091098
0.99,19,1429.119863
-0.41499975,200,1429.415283
0.96,105,1429.603045
-0.145,200,1429.889241
-0.2449999,200,1430.16375
-0.2699999,200,1430.434816
-0.31499985,200,1430.844237
0.855,89,1430.970364
0.985,11,1430.989271
-0.20999993,200,1432.564758
-0.3799998,200,1432.834989
0.7800001,145,1433.073503
-0.28999987,200,1433.409663
-0.5149997,200,1433.857848
-0.74999946,200,1434.190108
0.84000003,58,1434.27825
1.0,1,1434.280284
-0.095000006,200,1434.63256
-0.56499964,200,1434.937716
0.99,10,1434.951048
-0.40499976,200,1435.272565
0.96,29,1435.434469
1.0,1,1435.437793
-0.2599999,200,1435.745735
-0.4749997,200,1437.402617
-0.3649998,200,1437.679244
1.0,5,1437.720635
-0.21499993,200,1437.985262
-0.3699998,200,1438.286235
-0.5149997,200,1438.733782
0.955,64,1438.83134
-0.27999988,200,1439.153206
-0.22499992,200,1439.43247
0.955,26,1439.47144
-0.23499991,200,1439.742421
-0.33499983,200,1440.278359
1.0,2,1440.282474
-0.4649997,200,1440.800855
-0.11500002,200,1442.354326
0.995,3,1442.358932
-0.41999975,200,1442.624293
0.84000003,172,1442.848391
-0.2449999,200,1443.221679
-0.5199997,200,1443.490081
-0.49999967,200,1443.763715
0.995,25,1443.809806
1.0,4,1443.817811
0.935,72,1443.939303
0.925,29,1443.98626
-0.39999977,200,1444.261716
-0.33999982,200,1444.556044
-0.3599998,200,1445.039071
-0.40999976,200,1445.361332
-0.44999972,200,1446.861924
-0.20999993,200,1447.133506
-0.32499984,200,1447.409675
0.6350002,186,1447.808011
-0.38999978,200,1448.064556
-0.65999955,200,1448.326104
0.98,13,1448.348441
0.7850001,108,1448.487043
-0.44999972,200,1448.75286
0.7500001,109,1448.920261
-0.3599998,200,1449.299381
0.93,97,1449.446652
-0.54999965,200,1451.120263
-0.17999996,200,1451.463113
-0.55999964,200,1451.747814
-0.41499975,200,1452.020342
-0.16999997,200,1452.464406
-0.23499991,200,1452.771203
0.945,38,1452.81993
-0.6899995,200,1453.410293
-0.28499988,200,1454.3447
-0.31999984,200,1455.313324
0.94,36,1455.422953
-0.5099997,200,1456.360471
1.0,1,1456.362758
0.955,47,1456.502704
0.62000024,146,1458.110384
-0.5249997,200,1458.387471
-0.38499978,200,1458.670515
-0.31999984,200,1459.012165
0.9,25,1459.045793
-0.41999975,200,1459.440759
-0.5199997,200,1459.730916
-0.27999988,200,1459.991664
-0.5249997,200,1460.326688
1.0,7,1460.339704
-0.44499972,200,1460.62072
-0.5099997,200,1461.052964
0.995,11,1461.072208
0.99,12,1461.093909
-0.5149997,200,1462.741324
-0.57499963,200,1463.098887
0.94,21,1463.127786
0.88,46,1463.194824
-0.2649999,200,1463.580928
-0.44999972,200,1464.057066
-0.45499972,200,1464.333769
-0.63999957,200,1464.694987
0.895,120,1464.861546
-0.29499987,200,1465.131279
-0.4599997,200,1465.448795
-0.18999995,200,1465.88366
0.72500014,131,1466.059021
0.855,101,1467.521902
-0.2749999,200,1467.861705
0.83000004,85,1467.984979
-0.41499975,200,1468.241239
-0.31499985,200,1468.644993
-0.2499999,200,1468.946123
0.6950002,192,1469.273918
0.985,7,1469.291432
-0.12000002,200,1469.591509
-0.7349995,200,1469.868325
0.82500005,95,1470.010063
-0.2599999,200,1470.487129
-0.3699998,200,1470.755999
0.5550003,169,1472.398102
0.92,43,1472.47377
-0.8199994,200,1473.332355
0.905,64,1473.430071
1.0,10,1473.446435
0.98,21,1473.568735
-0.40499976,200,1473.87486
0.895,78,1474.10649
-0.135,200,1474.400232
-0.3599998,200,1474.699545
0.82000005,172,1474.979715
1.0,1,1474.985993
0.6950002,141,1475.20168
-0.22499992,200,1475.462001
0.73500013,88,1475.716076
-0.21999992,200,1476.031046
-0.3549998,200,1477.80327
0.99,10,1477.817613
-0.5249997,200,1478.103855
-0.12500001,200,1478.436859
-0.5049997,200,1478.829735
-0.53999966,200,1479.131363
-0.29999986,200,1479.394357
-0.6099996,200,1479.650639
-0.7099995,200,1479.927435
-0.45499972,200,1480.210848
-0.87999934,200,1480.667441
-0.55499965,200,1482.12336
-0.30499986,200,1482.417052
-0.5899996,200,1482.692677
-0.2649999,200,1483.368587
0.855,79,1483.807538
-0.32999983,200,1484.406591
0.975,24,1484.440809
0.90999997,52,1484.524847
-0.74499947,200,1484.813759
-0.22999991,200,1485.122124
0.975,30,1485.165307
-0.43999973,200,1485.440474
0.7600001,112,1485.71765
0.865,56,1485.793488
0.905,71,1485.893671
0.97,14,1485.914117
-0.21499993,200,1487.496375
-0.31999984,200,1487.853682
-0.7249995,200,1488.238261
0.985,18,1488.26734
-0.7249995,200,1488.666783
-0.3649998,200,1489.085056
-0.23499991,200,1489.371215
1.0,2,1489.374534
-0.4599997,200,1489.658373
0.975,17,1489.680996
-0.4749997,200,1489.943998
-0.55999964,200,1490.243589
0.99,9,1490.25628
-0.2399999,200,1490.645399
1.0,5,1490.652681
-0.66999954,200,1492.011506
-0.4799997,200,1492.290295
0.85,67,1492.392242
-0.3799998,200,1492.677497
-0.6099996,200,1493.145177
0.95,63,1493.232601
0.855,61,1493.314103
-0.75999945,200,1493.598581
-0.32999983,200,1493.941947
0.905,50,1494.013198
1.0,12,1494.030077
0.98,7,1494.04034
-0.5049997,200,1494.318904
-0.4849997,200,1494.620985
1.0,6,1494.668803
-0.22999991,200,1495.161522
-0.55499965,200,1496.825059
0.985,19,1496.864332
-0.2449999,200,1497.171369
0.99,16,1497.193491
-0.45499972,200,1497.477836
-0.53499967,200,1498.021438
-0.56999964,200,1498.446083
-0.6999995,200,1498.879671
-0.7349995,200,1499.228143
0.6950002,152,1499.472275
0.88,74,1499.581
-0.39999977,200,1500.020685
-0.4799997,200,1500.515234
0.915,34,1500.563101
-0.6249996,200,1502.543311
0.995,8,1502.563883
-0.55999964,200,1502.935468
-0.2549999,200,1503.34956
-0.38499978,200,1504.040982
-0.2599999,200,1504.337688
0.82000005,103,1504.482696
-0.18999995,200,1504.853957
-0.41999975,200,1505.138107
0.99,13,1505.15729
-0.5999996,200,1505.426751
-0.5299997,200,1505.92237
-0.14999999,200,1506.246211
-0.77499944,200,1508.210914
-0.57499963,200,1508.591802
-0.22999991,200,1508.982219
0.995,20,1509.140013
0.70500016,184,1509.618119
-0.7049995,200,1509.909785
-0.3549998,200,1510.254298
0.99,23,1510.290797
1.0,1,1510.293317
-0.2749999,200,1510.56989
-0.5799996,200,1510.832364
0.99,32,1510.874567
-0.17999996,200,1511.272578
1.0,1,1511.274792
1.0,5,1511.281962
0.83500004,58,1511.357183
-0.4649997,200,1512.701185
-0.16499998,200,1512.961789
-0.3549998,200,1513.232349
-0.38999978,200,1513.491606
-0.63999957,200,1513.873634
-0.39499977,200,1514.194752
-0.32499984,200,1514.658132
-0.40999976,200,1514.942256
-0.44499972,200,1515.21606
-0.63999957,200,1515.605466
-0.45499972,200,1517.122389
0.99,6,1517.131818
0.975,47,1517.196562
-0.40999976,200,1517.520587
-0.53999966,200,1517.861348
1.0,4,1517.867761
-0.2499999,200,1518.144603
0.88,96,1518.404152
-0.40499976,200,1518.70325
-0.2449999,200,1518.981023
-0.56499964,200,1519.259176
-0.67999953,200,1519.534818
-0.6049996,200,1519.997086
0.99,17,1520.02117
0.865,69,1520.111602
0.995,13,1520.131853
0.96,33,1520.186031
0.96500003,20,1520.217046
-0.49499968,200,1521.562
-0.39499977,200,1521.826469
-0.19499995,200,1522.09041
0.845,116,1522.245511
-0.32999983,200,1522.627781
-0.40999976,200,1522.890521
1.0,1,1522.892487
0.995,8,1522.903117
0.95,68,1522.998906
-0.45499972,200,1523.260658
-0.7299995,200,1523.533062
-0.22999991,200,1523.881664
-0.3799998,200,1524.370626
-0.2599999,200,1525.825735
-0.55499965,200,1526.099047
1.0,4,1526.105236
0.98,18,1526.128934
0.895,44,1526.186418
-0.33499983,200,1526.447103
-0.48999968,200,1526.730623
0.83500004,71,1526.949664
-0.17499997,200,1527.262012
0.7600001,98,1527.400841
0.845,135,1527.668752
1.0,2,1527.67208
-0.3749998,200,1527.960623
1.0,2,1527.963954
-0.4599997,200,1528.245759
-0.44499972,200,1528.647796
0.975,15,1528.668275
-0.5099997,200,1528.943907
-0.22999991,200,1530.441785
-0.49499968,200,1530.699194
-0.27999988,200,1530.961862
0.995,3,1530.966203
0.71000016,199,1531.346646
-0.44999972,200,1531.607142
-0.74999946,200,1531.86217
-0.33999982,200,1532.121513
-0.57499963,200,1532.378667
-0.45499972,200,1532.763424
0.875,100,1532.896002
-0.2649999,200,1534.310134
-0.43499973,200,1534.578785
-0.49999967,200,1534.835304
-0.43499973,200,1535.097208
0.7550001,124,1535.377092
-0.7249995,200,1535.646813
1.0,1,1535.648701
-0.19999994,200,1535.912345
-0.34999982,200,1536.172667
-0.31499985,200,1536.443578
1.0,3,1536.448201
0.96,40,1536.49957
-0.45499972,200,1536.88321
-0.41999975,200,1537.150018
0.885,39,1537.200108
-0.53499967,200,1538.552404
0.915,35,1538.604701
0.985,4,1538.611664
-0.49499968,200,1538.957943
-0.54999965,200,1539.233268
-0.29999986,200,1539.634781
1.0,1,1539.636752
-0.34499982,200,1539.898255
0.975,15,1539.918141
-0.20499994,200,1540.234893
-0.44499972,200,1540.505164
-0.16499998,200,1540.762422
-0.23499991,200,1541.146848
-0.2399999,200,1541.409602
-0.3799998,200,1542.715665
1.0,7,1542.72504
-0.42999974,200,1542.982332
-0.2449999,200,1543.254087
-0.53999966,200,1543.640096
-0.5999996,200,1543.898446
-0.23499991,200,1544.159509
-0.19499995,200,1544.420867
-0.45499972,200,1544.709315
0.7600001,117,1544.862575
-0.6349996,200,1545.250774
0.7800001,183,1546.532603
0.92,25,1546.565271
-0.2749999,200,1546.827017
-0.2399999,200,1547.091527
-0.5049997,200,1547.35167
-0.38499978,200,1547.731648
-0.2649999,200,1547.990608
-0.2449999,200,1548.251723
0.995,10,1548.264977
0.9,63,1548.347449
-0.33499983,200,1548.60932
0.87,50,1548.672503
-0.33999982,200,1549.062
-0.32499984,200,1549.316665
1.0,3,1549.320942
-0.3649998,200,1550.622318
1.0,1,1550.624275
0.96,25,1550.655937
0.86,75,1550.749559
-0.41999975,200,1551.010224
-0.6099996,200,1551.265814
-0.3699998,200,1551.649578
-0.3549998,200,1551.906581
-0.48999968,200,1552.166327
-0.5799996,200,1552.427495
-0.49499968,200,1552.68648
-0.41499975,200,1553.066569
-0.41499975,200,1553.325545
0.93,31,1554.433514
-0.32999983,200,1554.697092
-0.38999978,200,1554.946973
-0.33999982,200,1555.289446
-0.2699999,200,1555.67481
-0.7249995,200,1555.939644
-0.20499994,200,1556.197556
0.99,5,1556.204642
-0.32499984,200,1556.465478
-0.3749998,200,1556.722437
-0.6349996,200,1557.099752
-0.38499978,200,1557.358672
1.0,4,1557.36438
-0.7349995,200,1558.666869
0.5750003,155,1558.863588
-0.5099997,200,1559.125554
-0.43999973,200,1559.510315
-0.45499972,200,1559.772027
0.96500003,10,1559.785097
-0.4599997,200,1560.042346
0.95,28,1560.077384
0.945,23,1560.107191
-0.6099996,200,1560.387024
-0.4749997,200,1560.647192
-0.6349996,200,1561.025879
0.7850001,136,1561.197063
0.7500001,157,1562.467905
0.5500003,138,1562.644745
0.99,3,1562.649262
-0.42499974,200,1562.909733
-0.55499965,200,1563.167625
-0.67499954,200,1563.546641
0.865,66,1563.629447
1.0,4,1563.635219
0.995,5,1563.64221
-0.38999978,200,1563.898098
0.6600002,133,1564.074238
-0.5249997,200,1564.413321
0.6750002,189,1564.668747
0.96500003,21,1564.702315
0.37500042,190,1565.065326
0.99,4,1565.07137
-0.38999978,200,1565.330239
0.82500005,118,1566.530242
0.80500007,183,1566.764954
0.90999997,74,1566.857812
-0.27999988,200,1567.118659
-0.4599997,200,1567.373902
-0.31499985,200,1567.756704
-0.4649997,200,1568.013002
-0.32499984,200,1568.269547
-0.67499954,200,1568.527827
-0.41999975,200,1568.789655
-0.28499988,200,1569.16347
-0.5199997,200,1570.560962
-0.45499972,200,1570.824929
-0.28999987,200,1571.084772
-0.6149996,200,1571.344017
1.0,2,1571.347235
-0.43999973,200,1571.731827
-0.4749997,200,1571.994842
0.845,64,1572.075561
0.945,55,1572.144967
-0.28499988,200,1572.40147
0.995,5,1572.408253
-0.75499946,200,1572.666254
-0.44999972,200,1573.049189
0.955,115,1573.199764
-0.3549998,200,1574.50467
0.87,53,1574.57523
0.7550001,90,1574.68698
-0.22999991,200,1574.942063
-0.3549998,200,1575.200778
-0.3799998,200,1575.589246
-0.31499985,200,1575.851373
-0.22999991,200,1576.111746
-0.40499976,200,1576.370121
0.875,52,1576.435836
-0.29499987,200,1576.695956
0.96500003,29,1576.733098
-0.49499968,200,1577.119414
-0.34999982,200,1578.513735
-0.76999944,200,1578.866779
0.995,3,1578.871477
1.0,2,1578.874585
-0.4849997,200,1579.137774
-0.55499965,200,1579.400235
0.895,73,1579.497848
-0.4799997,200,1579.8827
-0.33999982,200,1580.137572
-0.2599999,200,1580.405279
-0.28999987,200,1580.66493
-0.2649999,200,1580.921547
-0.17999996,200,1581.30596
0.995,5,1581.312882
-0.38999978,200,1582.632348
-0.31499985,200,1582.888106
0.7900001,109,1583.034483
-0.22999991,200,1583.294733
-0.45499972,200,1583.669799
0.915,79,1583.772082
-0.45499972,200,1584.03552
-0.42999974,200,1584.294153
0.995,5,1584.301698
0.99,7,1584.311285
-0.2699999,200,1584.575115
-0.3649998,200,1584.831012
0.97,15,1584.850116
-0.53499967,200,1585.221254
-0.38499978,200,1586.577287
-0.28999987,200,1586.85368
1.0,1,1586.85562
-0.41999975,200,1587.117363
-0.43999973,200,1587.373933
-0.41999975,200,1587.753305
0.985,4,1587.759009
-0.32999983,200,1588.01789
1.0,1,1588.019816
-0.31499985,200,1588.276738
0.985,17,1588.298517
-0.4649997,200,1588.556867
-0.49499968,200,1588.815775
-0.29999986,200,1589.206936
-0.30499986,200,1590.53852
0.8000001,117,1590.69331
-0.3749998,200,1590.947798
-0.31999984,200,1591.209931
-0.29499987,200,1591.58458
0.985,6,1591.597221
-0.29999986,200,1591.863491
-0.54999965,200,1592.142746
-0.34499982,200,1592.412667
-0.3799998,200,1592.670559
0.6500002,122,1592.830824
0.7900001,188,1593.209133
1.0,1,1593.211088
0.95,37,1593.257967
-0.48999968,200,1594.582131
-0.44499972,200,1594.838496
-0.6099996,200,1595.113232
0.71000016,153,1595.394122
0.995,6,1595.402198
-0.4599997,200,1595.787941
-0.38999978,200,1596.046988
0.985,6,1596.055514
-0.4799997,200,1596.338006
-0.2499999,200,1596.602019
1.0,2,1596.605924
-0.2649999,200,1596.865178
1.0,4,1596.872296
-0.3749998,200,1597.254848
-0.65999955,200,1597.515074
-0.2599999,200,1598.827811
-0.57499963,200,1599.082884
-0.64999956,200,1599.346277
-0.8249994,200,1599.730518
1.0,4,1599.7369
-0.15999998,200,1599.993937
1.0,1,1599.995899
-0.74499947,200,1600.249171
-0.43499973,200,1600.509182
0.885,71,1600.597991
-0.5249997,200,1600.85705
-0.76499945,200,1601.241503
-0.44499972,200,1601.586105
-0.2599999,200,1602.900014
-0.7199995,200,1603.163945
-0.41499975,200,1603.429881
0.97,35,1603.475829
0.985,14,1603.494367
-0.43999973,200,1603.873283
-0.42999974,200,1604.135811
-0.28499988,200,1604.410647
0.87,59,1604.492067
-0.41999975,200,1604.756603
-0.5949996,200,1605.015076
-0.4599997,200,1605.391624
0.99,5,1605.401488
1.0,2,1605.405847
-0.41499975,200,1606.721163
-0.56999964,200,1606.981329
1.0,1,1606.983369
-0.42499974,200,1607.242554
0.97,15,1607.261891
1.0,27,1607.296285
-0.18999995,200,1607.555907
1.0,1,1607.557808
-0.2549999,200,1607.938609
-0.13000001,200,1608.198502
-0.41999975,200,1608.461169
-0.3749998,200,1608.732788
-0.39499977,200,1608.995601
1.0,11,1609.009736
-0.5799996,200,1609.385125
-0.3799998,200,1610.771346
-0.32499984,200,1611.032899
1.0,1,1611.034844
0.875,121,1611.18869
-0.76499945,200,1611.442283
0.89,37,1611.491456
-0.4649997,200,1611.872681
0.925,26,1611.905575
